2025 Boland Central Team,,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,4.70,
1,5.61,"NEL, CARA-MIA",GM,Final,,888,,Q,
2,5.5,"GEORGE, BRIANA",PG,Final,,850,,Q,
3,5.22,"DE WET, DEBRA",PG,Final,,745,,Q,
4,5.02,"KARSTEN, KARMI",PV,Final,,672,,Q,
5,5.01,"CARSTENS, LUMARI",LR,Final,,668,,Q,
,,,,,,,,,
Boys 15 LongJump Results (10:50:00 AM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,6.00,
1,6.48,"FINCK, ZEKE",GM,,,Prestige,,Q,
2,6.36,"RIBEIRO, ZACHARY",PR,Final,,850,,Q,
3,6.2,"WEST, BION",GM,,,Prestige,,Q,
4,5.95,"RAMUS, QUADE",HJ,Final,,750,,,
5,5.91,"PIETERSEN, GESHEM",PR,Final,,740,,,
,,,,,,,,,
Girls 17 LongJump Results (3:00:00 PM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,4.90,
1,5.65,"VAN DYK, SKYLER",PG,Final,,803,,Q,
2,5.61,"DE VRIES, GRACE",PG,Final,,788,,Q,
3,5.51,"SMIT, ANJA",GM,Final,,753,,Q,
4,5.22,"SULIVAN, NIKITA",PV,Final,,650,,Q,
5,5.18,"JANSEN VAN RENSBURG, LUME",GM,,,Prestige,,Q,
6,5.09,"WAGNER, LEYLA",PG,Final,,603,,Q,
,,,,,,,,,
Boys 17 LongJump Results (1:40:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,6.30,
1,6.63,"CUPIDO, LIAM",KN,Final,,820,,Q,
2,6.45,"GOSSMANN, JOSH",HJ,Final,,777,,Q,
3,6.33,"FREDERICKS, EDISON",SH,Final,,750,,Q,
4,6.3,"PAULSE, COHAN",KN,Final,,744,,Q,
,,,,,,,,,
Women 19 LongJump Results (8:00:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,5.00,
1,5.1,"NORTJÈ, DANIÈLLE",BH,Final,2.1,540,,Q,
2,5.05,"PIETERSEN, KECE",PG,Final,2.1,520,,Q,
3,4.93,"VALENTYN, REECHIA",LR,Final,2.1,480,,,
,,,,,,,,,
Men 19 LongJump Results (8:30:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,6.50,
1,6.88,"KLEYNHANS, JOHAN",GM,,,Stellenberg,,Q,
2,6.17,"DEELMAN, JELENZO",PJ,Final,,650,,,
3,6.13,"BOOYSEN, MALACHAI",CV,Final,,640,,,
4,6.08,"JACOBS, JOSHUA",HH,Final,,628,,,
,,,,,,,,,
Girls 15 TripleJump Results (1:40:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,9.10,
1,10.81,"NEL, CARA-MIA",GM,Final,,835,,Q,
2,9.92,"CONRADIE, MILA",PV,Final,,736,,Q,
3,9.65,"THOMAS, ASHLEY",RH,Final,,704,,Q,
4,9.58,"CARSTENS, LUMARI",LR,Final,,696,,Q,
5,9.29,"VORSTER, LAYLA",PG,Final,,662,,Q,
,,,,,,,,,
Boys 15 TripleJump Results (3:00:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,11.8,
1,11.91,"RAMUS, QUADE",HJ,Final,,535,,Q,
2,11.59,"SWANEPOEL, REGHARD",PV,Final,,481,,,
3,11.47,"BRUWER, JACOBUS",HJ,Final,,461,,,
,,,,,,,,,
Girls 17 TripleJump Results (12:15:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,9.60,
1,11.8,"VAN DYK, SKYLER",PG,Final,,877,,Q,
2,11.67,"DE VRIES, GRACE",PG,Final,,864,,Q,
3,11.05,"SULIVAN, NIKITA",PV,Final,,800,,Q,
4,10.95,"MAREE, ANYA",SH,Final,,788,,Q,
5,10.44,"LE ROUX, TINETTE",LR,Final,,733,,Q,
,,,,,,,,,
Boys 17 TripleJump Results (8:00:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,12.00,
1,13.25,"WILLIS, CRONAN",PR,Final,,667,,Q,
2,13.07,"VAN HEERDEN, REINHARDT",HJ,Final,,640,,Q,
3,12.64,"LAPPEMAN, ANDREW",PR,Final,,572,,Q,
4,12.61,"KLAASEN, JP",GM,Final,,567,,Q,
5,12.33,"APOLLIS, LIAM",HU,Final,,523,,Q,
,,,,,,,,,
Women 19 TripleJump Results (10:50:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,10.00,
1,10.7,"PIETERSEN, KECE",PG,Final,,717,,Q,
2,10.58,"WILLIAMSON, KRISTIN",RH,Final,,705,,Q,
,,,,,,,,,
Men 19 TripleJump Results (4:25:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,13.00,
1,14.12,"MBONGO, VUYO",DT,Final,,735,,Q,
2,13.57,"MGAJO, HLALINATHI",ZE,Final,,652,,Q,
3,12.68,"JANSE VAN RENSBURG, LEON",PR,Final,,516,,,
,,,,,,,,,
Girls 14 Shotput Results (10:50:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,9.00,
1,10.71,"WESSELS, EMILI",BH,Final,,800,,Q,
2,10.65,"COETZEE, LIANE",LR,Final,,797,,Q,
3,10.13,"DAVEY, LIZANDRE",NO,Final,,773,,Q,
4,9.86,"VAN HELDEN, MADISON",PV,Final,,760,,Q,
5,9.65,"KLUYTS, MARLI",SH,Final,,750,,Q,
,,,,,,,,,
Boys 14 Shotput Results (12:15:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,11.00,
1,14.75,"KNOETZE, AARON",GM,Final,,833,,Q,
2,14.15,"ONCKE, TYRON",GM,Final,,805,,Q,
3,12.8,"EBERHARDT, TRAVIS",HJ,Final,,740,,Q,
,,,,,,,,,
Girls 15 Shotput Results (8:00:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,9.60,
1,12.67,"WIUM, BEA",BH,Final,,869,,Q,
2,12.62,"STUART, HARIOL-JOE",PG,Final,,867,,Q,
3,12.39,"GROBLER, MILA",PG,Final,,858,,Q,
4,12.19,"JORDAAN, MIKYLA",RH,Final,,850,,Q,
5,10.72,"HUMAN, LUKA",PG,Final,,786,,Q,
,,,,,,,,,
Boys 15 Shotput Results (9:25:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,13.00,
1,15.03,"CALITZ, JOEY",PR,Final,,840,,Q,
2,13.72,"LE ROUX, GERHARD",PV,Final,,779,,Q,
3,13.22,"TREURNICHT, JEANDRE",GM,Final,,755,,Q,
,,,,,,,,,
Girls 17 Shotput Results (4:25:00 PM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,10.00,
1,15.46,"UECKERMANN, MILA",SH,Final,,948,,Q,
2,11.35,"LACOCK, MIKYLA",BH,Final,,788,,Q,
3,11.18,"BARNARD, ZU-MARIE",LR,Final,,781,,Q,
4,11.1,"BOTHA, TERESA",LR,,,Stellenberg,,Q,
5,10.74,"MARX, ZELRI",PG,Final,,762,,Q,
6,10.57,"STEENKAMP, MIKAYLA",PG,Final,,755,,Q,
,,,,,,,,,
Boys 17 Shotput Results (5:45:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,14.00,
1,15.38,"BARNARD, NATHAN",PR,Final,,834,,Q,
2,14.61,"STEYL, JAYDEN",GM,Final,,801,,Q,
3,14.4,"FAUL, ADRIAN",HJ,Final,,792,,Q,
4,14.2,"MATTHEE, WALDO",BL,Final,,783,,Q,
,,,,,,,,,
Women 19 Shotput Results (1:40:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,10.00,
1,11.59,"VAN ROOYEN, LOUISE",PG,Final,,855,,Q,
2,11,"DESTROO, CORNELIA",LR,Final,,834,,Q,
3,9.98,"VAN DER MERWE, LOUISE",SH,Final,,796,,,
,,,,,,,,,
Men 19 Shotput Results (3:00:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,13.80,
1,15.33,"KRIEL, DAVID",GM,Final,,833,,Q,
2,14.96,"HICKMAN, ZAK",PR,Final,,817,,Q,
3,14.94,"PAXTON, JAMES",PV,Final,,817,,Q,
,,,,,,,,,
Girls 14 Discus Results (4:25:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,23.00,
1,28.61,"VAN ZYL, LIZANDIE",LR,Final,,800,,Q,
2,27.64,"COETZEE, LIANE",LR,Final,,787,,Q,
3,26.92,"SMIT, LEA",GM,Final,,777,,Q,
4,26.31,"MCALPINE, MARIKE-MARI",PG,Final,,769,,Q,
5,25.87,"SWART, LISA",BH,Final,,763,,Q,
,,,,,,,,,
Boys 14 Discus Results (9:25:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,30.00,
1,54.26,"ONCKE, TYRON",GM,Final,,902,,Q,
2,53.62,"KNOETZE, AARON",GM,Final,,895,,Q,
3,49.97,"KOTZE, STEPHEN",SH,Final,,851,,Q,
4,44.33,"EBERHARDT, TRAVIS",HJ,Final,,779,,Q,
5,31.17,"SWANICH, ZAYDEN",HJ,Final,,584,,Q,
,,,,,,,,,
Girls 15 Discus Results (10:50:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,28.00,
1,36.18,"PARKER, MILA",GM,Final,,879,,Q,
2,33.14,"GROBLER, MILA",PG,Final,,845,,Q,
3,30.64,"WIUM, BEA",BH,Final,,815,,Q,
4,28.78,"DU TOIT, JESSICA",GM,Final,,791,,Q,
,,,,,,,,,
Boys 15 Discus Results (12:15:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,42.00,
1,57.64,"CALITZ, JOEY",PR,Final,,930,,Q,
2,46.6,"TREURNICHT, JEANDRE",GM,Final,,798,,Q,
3,39.62,"RIDOUT, TYLER",PR,Final,,704,,,
,,,,,,,,,
Girls 17 Discus Results (1:40:00 PM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,30.00,
1,47.16,"UECKERMANN, MILA",SH,Final,,967,,Q,
2,34.92,"CHALMERS, ALISON",PG,,,Curro,,Q,
3,32.76,"LACOCK, MIKYLA",BH,Final,,819,,Q,
4,32.36,"STEENKAMP, MIKAYLA",PG,Final,,814,,Q,
5,31.46,"MARX, ZELRI",PG,Final,,803,,Q,
6,30.29,"MOLLER, MAIA",GM,Final,,789,,Q,
,,,,,,,,,
Boys 17 Discus Results (3:00:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,40.00,
1,50.88,"DU TOIT, ARMAND",GM,Final,,857,,Q,
2,45.46,"ZEEMAN, TIAAN",BL,Final,,768,,Q,
3,43.27,"MATTHEE, WALDO",BL,Final,,730,,Q,
4,42.07,"STEYL, JAYDEN",GM,Final,,709,,Q,
5,40.94,"BADENHUIZEN, ETHAN",PR,Final,,689,,Q,
,,,,,,,,,
Women 19 Discus Results (8:00:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,31.00,
1,39.23,"VISSER, JANIE",PG,Final,,868,,Q,
2,38.31,"DESTROO, CORNELIA",LR,Final,,859,,Q,
,,,,,,,,,
Men 19 Discus Results (5:45:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,40.00,
1,47.03,"KRIEL, DAVID",GM,Final,,878,,Q,
2,46.76,"RETIEF, JACQUES",BL,Final,,875,,Q,
3,42.2,"PAXTON, JAMES",PV,Final,,830,,Q,
4,41.09,"STEYN, LOUIS",GM,Final,,819,,Q,
,,,,,,,,,
Girls 15 Hammer Results (1:30:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,29.00,
1,37.52,"DU TOIT, EMMA",PV,Final,,828,,Q,
2,30.37,"ROEBUCK, SAVANNA",LR,Final,,768,,Q,
3,29.5,"BRITZ, ELIZNA",ST,Final,,760,,Q,
,,,,,,,,,
Boys 15 Hammer Results (2:15:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,38.00,
1,42.58,"RIDOUT, TYLER",PR,Final,,846,,Q,
2,38.09,"LE ROUX, GERHARD",PV,Final,,802,,Q,
3,33.62,"VAN DER WESTHUIZEN, HENNIE",HJ,Final,,753,,,
,,,,,,,,,
Girls 17 Hammer Results (3:00:00 PM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,31.00,
1,42.8,"CHALMERS, ALISON",PG,,,Stellenberg,,Q,
2,41.57,"STEENKAMP, MIKAYLA",PG,Final,,852,,Q,
3,41.4,"DOWNING, KEIRA",PV,Final,,850,,Q,
4,40.62,"SMIT, MARNE",PG,Final,,845,,Q,
5,39.6,"PIENAAR, ANJA",PG,Final,,838,,Q,
6,38.63,"HIBBERT, HEIDI",ST,Final,,830,,Q,
,,,,,,,,,
Boys 17 Hammer Results (3:45:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,47.80,
1,59.66,"PIETERSEN, FRANCOIS",BL,Final,,918,,Q,
2,45.56,"VAN DEN BERG, FC",GM,Final,,802,,,
3,41.42,"BADENHUIZEN, ETHAN",PR,Final,,763,,,
,,,,,,,,,
Women 19 Hammer Results (4:30:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,31.00,
1,44.47,"COETZEE, ANJA",LR,Final,,903,,Q,
,,,,,,,,,
Men 19 Hammer Results (5:15:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,42.00,
1,54.18,"HICKMAN, ZAK",PR,Final,,917,,Q,
2,43.44,"DOWNING, JORDAN",PV,Final,,856,,Q,
,,,,,,,,,
Girls 14 Javelin Results (5:45:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,26.00,
1,36.13,"JANSE VAN RENSBURG, NIKKI",BH,Final,,784,,Q,
2,31.45,"VAN SCHALKWYK, MEGAN",BH,Final,,704,,Q,
3,30.55,"SMIT, KIARA",ST,Final,,688,,Q,
4,30.35,"WESSELS, EMILI",BH,Final,,684,,Q,
5,26.8,"SCHOEMAN, REBECCA",PV,Final,,616,,Q,
,,,,,,,,,
Boys 14 Javelin Results (4:25:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,39.00,
1,47.16,"VAN NIEKERK, ADRIAN",GM,Final,,605,,Q,
2,41.99,"FOUCHE, GEON",BL,Final,,513,,Q,
3,41.49,"WESSELS, WIEHAN",HJ,Final,,504,,Q,
4,41.06,"GOUWS, ESTEVAN",PV,Final,,496,,Q,
,,,,,,,,,
Girls 15 Javelin Results (3:00:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,30.00,
1,35.15,"VAN GRAAN, ELZAAN",PG,Final,,757,,Q,
2,34.1,"GELDENHUYS, IMKE",GM,Final,,739,,Q,
3,32.31,"SMITH, ELIZABETH",BH,Final,,709,,Q,
4,32.27,"HERHOLDT, KIARA",GM,Final,,708,,Q,
5,30.28,"SWANEPOEL, SONJA",BH,Final,,672,,Q,
,,,,,,,,,
Boys 15 Javelin Results (1:40:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,46.00,
1,58.68,"VAN DER MERWE, EVAN",HJ,Final,,770,,Q,
2,51.43,"FOURIE, CALUM",GM,Final,,656,,Q,
3,50.55,"WAIT, JOWAN",HJ,Final,,642,,Q,
4,50.29,"CALITZ, JOEY",PR,Final,,637,,Q,
5,49.81,"DE KLERK, IZAK",BL,Final,,629,,Q,
,,,,,,,,,
Girls 17 Javelin Results (8:00:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,34.00,
1,47.97,"VAN DER MERWE, NICOLA",RH,Final,,926,,Q,
2,42.15,"BOOYSEN, STEFNI",PG,Final,,844,,Q,
3,39.66,"STEENKAMP, MIKAYLA",PG,Final,,807,,Q,
,,,,,,,,,
Boys 17 Javelin Results (12:15:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,51.00,
1,64.04,"VAN DER MERWE, JACOBUS",GM,Final,,856,,Q,
2,55,"DE KLERK, DAVID",SC,Final,,699,,Q,
3,52.03,"DE KOCK, HANNES",GM,Final,,645,,Q,
,,,,,,,,,
Women 19 Javelin Results (9:25:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,35.00,
1,37.55,"VAN ROOYEN, LOUISE",PG,Final,,779,,Q,
2,33.5,"YOUNG, MONIQUE",GM,Final,,715,,,
,,,,,,,,,
Men 19 Javelin Results (10:50:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,50.00,
1,60.85,"NIKLAUS, ESA",HJ,Final,,813,,Q,
2,49.65,"COETZEE, WIKUS",BL,Final,,636,,,
3,42.28,"HOFFMEYER, THOMAS",PV,Final,,508,,,
,,,,,,,,,
Girls 15 5000m Walk Results (3:15:00 PM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,35:00.0,
1,31:26.2,"HAAS, TATUM",SH,Final,,834,,Q,
2,32:06.0,"DE BRUYN, KALLECIA",SH,,,BA League,,Q,
3,33:54.7,"VAN ZYL, MOLLY",ST,Final,,795,,Q,
,,,,,,,,,
Boys 15 5000m Walk Results (3:15:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,31:00.0,
1,33:08.1,"VISSER, JP",ST,Final,,751,,,
2,33:22.6,"MOOLMAN, JOSHUA",ST,Final,,747,,,
3,33:45.2,"DIENER, ESTIAAN",ST,Final,,741,,,
,,,,,,,,,
Girls 17 5000m Walk Results (3:15:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,34:00.0,
1,35:16.2,"WILLIAMS, MANDRANIQUE",SH,Final,,772,,,
2,36:27.0,"ENGELBRECHT, ABIGAIL",ST,Final,,756,,,
,,,,,,,,,
Boys 17 10000m Walk Results (2:00:00 PM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,1:05:00.0,
1,0:59:44.0,"BEUKES, ZANE",ST,Final,,793,,Q,
2,1:00:28.0,"CLOETE, HANRO",SH,,,BA LEAGUE,,Q,
3,1:03:50.0,"STRYDOM, BEKKER",SH,Final,,752,,Q,
,,,,,,,,,
Women 19 10000m Walk Results (2:00:00 PM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,1:06:00.0,
,,,,,,,,,
Men 19 10000m Walk Results (2:00:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,1:04:00.0,
1,1:04:59.0,"VAN WYK, LUKE",CH,Final,,709,,,
